,title_id,title,start_year,rating,votes
189,tt11872560,Us Again,2020,6.1,74
190,tt13912496,American Eid,2021,7.0,191
191,tt7678620,Bluey,2018,9.7,6824
192,tt14475480,Dinner Is Served,2021,6.1,156
193,tt14475492,Growing Fangs,2021,6.3,148
194,tt15090776,Growing Fangs,2021,6.4,56
195,tt14475518,Let's Be Tigers,2021,7.0,139
196,tt14475504,The Last of the Chupacabras,2021,6.0,151
197,tt14475526,The Little Prince(ss),2021,7.4,314
198,tt12433310,Fury Files,2012,5.5,24
199,tt5270356,Ice Road Rescue,2015,7.9,248
200,tt3120408,Tinker Bell and the Legend of the NeverBeast,2014,7.1,8692
201,tt0069627,Schoolhouse Rock!,1973,8.2,3934
202,tt10370752,Race to the Center of the Earth,2021,6.4,204
203,tt1124354,Special Agent Oso,2009,5.1,612
204,tt0376994,X-Men: The Last Stand,2006,6.6,509758
205,tt0115215,The Incredible Hulk,1996,6.7,3304
206,tt1027810,Fantastic Four: Rise of the Silver Surfer,2007,5.5,673
207,tt2252938,Wander Over Yonder,2013,7.2,4236
208,tt0103262,Wild Hearts Can't Be Broken,1991,7.1,5313
209,tt14578676,Star Wars Biomes,2021,6.4,676
210,tt14578626,Star Wars Vehicle Flythroughs,2021,6.2,329
211,tt4655360,The Bad Batch,2020,8.2,3999
212,tt8827164,Spider-Man,1994,7.3,41
213,tt14499632,22 vs. Earth,2021,6.5,4109
214,tt5531466,DuckTales,2017,8.2,9512
215,tt5687574,DuckTales,2016,8.4,5
216,tt0109190,Baby's Day Out,1994,6.1,50431
217,tt13237134,Being the Queen,2020,6.2,72
218,tt2794380,Liv and Maddie,2013,6.3,8504
219,tt12824750,Secrets of the Whales,2021,8.5,590
220,tt11238096,Big Shot,2021,7.5,3751
221,tt14260676,Earth Moods,2021,8.0,169
222,tt2034767,Rio,2011,6.8,16
223,tt1436562,Rio,2011,6.9,223727
224,tt6811018,The Kid Who Would Be King,2019,6.1,16697
225,tt1791658,Treasure Buddies,2012,4.3,1899
226,tt0111701,White Fang 2: Myth of the White Wolf,1994,5.4,2329
227,tt3249810,Cesar Millan: The Real Story,2012,6.9,69
228,tt4715134,Future-Worm!,2015,5.1,259
229,tt1600757,Kick Buttowski: Suburban Daredevil,2010,6.6,5039
230,tt0113755,Man of the House,1995,5.2,9672
231,tt0102404,Mark Twain and Me,1991,6.9,168
232,tt0111271,Squanto: A Warrior's Tale,1994,6.0,1267
233,tt0089110,Ewoks: The Battle for Endor,1985,5.4,9755
234,tt0406419,Higglytown Heroes,2004,4.8,545
235,tt0477347,Night at the Museum,2006,6.4,340737
236,tt1053810,The Big Year,2011,6.2,45020
237,tt12812506,The Last Ice,2020,7.4,95
238,tt5486088,Walk the Prank,2016,3.7,471
239,tt0377981,Gnomeo & Juliet,2011,5.9,55649
