,Unnamed: 0,title_id,title,start_year,rating,votes,genres
1055,1055,tt14251536,Marked,2021,6.7,9,"Drama,Short"
1056,1056,tt11388278,A Week Away,2021,5.7,4541,"Drama,Family,Musical"
1057,1057,tt9684220,Bad Trip,2021,6.5,24213,Comedy
1058,1058,tt2414490,Big Time Rush,2012,7.4,9,"Game-Show,Reality-TV"
1059,1059,tt8512986,Black Is Beltza,2018,5.8,297,"Animation,Drama"
1060,1060,tt0159382,Croupier,1998,7.0,21515,"Crime,Drama"
1061,1061,tt14160744,Elizabeth and Margaret: Love and Loyalty,2020,7.5,432,Documentary
1062,1062,tt12285116,Keeping the Bees,2019,5.8,818,Drama
1063,1063,tt13167556,Ni de coña,2020,2.8,381,Comedy
1064,1064,tt11142762,Pagglait,2021,6.9,9231,"Comedy,Drama"
1065,1065,tt10893694,The Irregulars,2021,5.9,14845,"Crime,Drama,Fantasy"
1066,1066,tt12013758,Caught by a Wave,2021,5.8,1276,"Drama,Romance,Sport"
1067,1067,tt14202738,Pui Pui Molcar,2021,8.1,354,"Animation,Comedy,Family"
1068,1068,tt13932162,Secret Magic Control Agency,2021,6.2,3997,"Adventure,Animation,Comedy"
1069,1069,tt14152756,Seaspiracy,2021,8.1,30005,"Adventure,Documentary"
1070,1070,tt14111708,Loyiso Gola: Unlearning,2021,5.9,206,Comedy
1071,1071,tt13885302,Navillera,2021,8.8,2127,Drama
1072,1072,tt2431286,Philomena,2013,7.6,99442,"Biography,Comedy,Drama"
1073,1073,tt13082008,Any Crybabies Around?,2020,6.0,164,Drama
1074,1074,tt9468076,Hospital,2019,6.8,49,Comedy
1075,1075,tt14288764,Hospital,2020,3.1,372,Horror
1076,1076,tt9624766,Jiu Jitsu,2020,2.9,8572,"Action,Sci-Fi,Thriller"
1077,1077,tt12765530,Alien TV,2020,6.1,298,"Animation,Comedy,Family"
1078,1078,tt11717394,Country Comfort,2021,6.8,3376,"Comedy,Drama,Family"
1079,1079,tt13370858,Who's the Boss,2020,5.6,36,"Comedy,Romance"
1080,1080,tt7897330,Deadly Illusions,2021,3.7,11940,"Drama,Thriller"
1081,1081,tt13465592,Deadly Illusions,2020,5.7,209,Thriller
1082,1082,tt14078164,Nate Bargatze: The Greatest Average American,2021,7.3,1339,Comedy
1083,1083,tt9184970,Skylines,2019,7.5,2639,"Crime,Drama,Music"
1084,1084,tt9387250,Skylines,2020,4.7,8040,"Action,Adventure,Sci-Fi"
1085,1085,tt11821176,The Present,2019,8.6,36,"Drama,Short"
1086,1086,tt11377336,The Present,2019,7.9,44,"Action,Adventure,Animation"
1087,1087,tt11474480,The Present,2020,7.6,3144,"Drama,Short"
1088,1088,tt8607728,Catch.er,2017,4.5,30,"Crime,Drama"
1089,1089,tt14078186,Under Suspicion: Uncovering the Wesphael Case,2021,6.3,739,"Crime,Documentary"
1090,1090,tt2473602,Get on Up,2014,6.9,24534,"Biography,Drama,Music"
1091,1091,tt14078222,RebellComedy: Straight Outta the Zoo,2021,4.5,43,Comedy
1092,1092,tt1615065,Savages,2012,6.4,129600,"Action,Crime,Drama"
1093,1093,tt14035218,Waffles + Mochi,2021,7.3,475,Family
1094,1094,tt11570224,Abla Fahita: Drama Queen,2021,6.5,439,"Comedy,Crime,Drama"
1095,1095,tt11803618,C/O Kaadhal,2021,7.7,344,Drama
1096,1096,tt3691740,The BFG,2016,6.3,85026,"Adventure,Family,Fantasy"
1097,1097,tt7241486,The BFG,2016,7.8,7,"Comedy,Talk-Show"
1098,1098,tt8704802,The Last Blockbuster,2020,6.7,5448,Documentary
1099,1099,tt14057360,The Lost Pirate Kingdom,2021,6.6,2773,"Adventure,Documentary,Drama"
1100,1100,tt12083014,Zero Chill,2021,5.6,1403,"Comedy,Drama,Family"
1101,1101,tt10731386,Audrey,2020,7.1,1919,"Biography,Documentary,History"
1102,1102,tt9537362,Audrey,2019,6.1,9,"Comedy,Drama"
1103,1103,tt13751948,Audrey,2020,7.1,7,"Comedy,Drama,Fantasy"
1104,1104,tt4324242,Çarsi Pazar,2015,5.2,1894,Comedy
1105,1105,tt13045890,Paper Lives,2021,6.5,11931,Drama
1106,1106,tt11616282,Quiet,2020,6.8,39,"Comedy,Game-Show"
1107,1107,tt1587263,Romantik Komedi,2010,5.3,5100,"Comedy,Romance"
1108,1108,tt13371582,The One,2020,6.2,10,"Comedy,Drama,Sci-Fi"
1109,1109,tt13879466,The One,2021,6.6,12484,"Crime,Drama,Sci-Fi"
1110,1110,tt10339624,The One,2020,6.4,10,Horror
1111,1111,tt12100048,The One,2020,3.6,171,"Comedy,Drama,Romance"
1112,1112,tt13063986,The One,2021,7.3,127,Comedy
1113,1113,tt15668934,The One,2021,8.7,8,"Short,Thriller"
1114,1114,tt11835236,Generasi 90an: Melankolia,2020,5.7,161,Drama
1115,1115,tt8747160,The Block Island Sound,2020,5.3,7646,"Horror,Mystery,Sci-Fi"
1116,1116,tt13702252,Dealer,2021,6.1,665,"Action,Crime,Drama"
1117,1117,tt9559504,Dealer,2021,6.8,287,Drama
1118,1118,tt13087512,Last Chance U: Basketball,2021,8.3,2483,"Documentary,Sport"
1119,1119,tt14037542,Marriage or Mortgage,2021,5.1,437,Reality-TV
1120,1120,tt14019016,The Houseboat,2021,7.2,1229,Documentary
1121,1121,tt10238792,Bombay Begums,2021,5.2,4872,Drama
1122,1122,tt3625372,My Way,2014,8.0,538,"Action,Crime,Drama"
1123,1123,tt10275546,Aelay,2021,6.9,679,"Comedy,Drama"
1124,1124,tt10380896,City of Ghosts,2021,7.5,394,"Adventure,Animation,Family"
1125,1125,tt13248198,Dogwashers,2020,5.8,599,"Comedy,Crime,Drama"
1126,1126,tt11829884,Fate of Alakada,2020,6.9,54,Comedy
1127,1127,tt14091172,Nevenka: Breaking the Silence,2021,6.9,668,"Crime,Documentary"
1128,1128,tt11734264,Sentinelle,2021,4.7,7766,"Action,Crime,Drama"
1129,1129,tt11470064,Mariposa,2020,6.9,713,"Comedy,Drama,Romance"
1130,1130,tt9288848,Pacific Rim: The Black,2021,7.0,5021,"Action,Adventure,Animation"
1131,1131,tt7203046,Parker,2013,6.6,6,"Comedy,Talk-Show"
1132,1132,tt1904996,Parker,2013,6.2,122060,"Action,Crime,Thriller"
1133,1133,tt1702439,Safe Haven,2013,6.6,110213,"Drama,Romance,Thriller"
1134,1134,tt6432466,Moxie,2021,6.7,24718,"Comedy,Drama,Music"
1135,1135,tt13987620,Murder Among the Mormons,2021,7.0,6123,"Crime,Documentary,History"
1136,1136,tt2883434,Black or White,2014,6.6,13088,Drama
1137,1137,tt2958102,Black or White,2013,6.8,67,"Drama,Romance"
1138,1138,tt11112526,Indoo Ki Jawani,2020,3.3,6200,"Comedy,Drama"
1139,1139,tt14058484,Biggie: I Got a Story to Tell,2021,6.8,4982,"Biography,Documentary,Music"
1140,1140,tt14337328,Connected,2021,6.7,20,"Documentary,Music,Short"
1141,1141,tt2311862,Connected,2021,7.6,10,"Crime,Drama"
1142,1142,tt0099348,Dances with Wolves,1990,8.0,261343,"Adventure,Drama,Western"
1143,1143,tt5571754,How to Be Really Bad,2018,6.2,1133,"Comedy,Family,Fantasy"
1144,1144,tt0095953,Rain Man,1988,8.0,505059,Drama
1145,1145,tt9204164,Bigfoot Family,2020,5.8,2723,"Adventure,Animation,Family"
1146,1146,tt3553976,Captain Fantastic,2016,7.8,214616,"Comedy,Drama"
1147,1147,tt11698630,Crazy About Her,2021,6.6,5672,"Comedy,Romance"
1148,1148,tt0442236,Fuga,2006,6.2,1128,"Drama,Music,Thriller"
1149,1149,tt4122592,No Escape,2015,7.9,9,"Drama,Mystery,Short"
1150,1150,tt1781922,No Escape,2015,6.7,85204,"Action,Thriller"
1151,1151,tt4522036,No Escape,2015,8.0,30,"Action,Drama,Sport"
1152,1152,tt1637706,Our Idiot Brother,2011,6.4,87605,"Comedy,Drama"
1153,1153,tt8907992,The Girl on the Train,2021,4.5,14495,"Crime,Drama,Mystery"
1154,1154,tt1223975,Tony Manero,2008,6.8,4243,"Drama,Music"
1155,1155,tt3042408,Who Am I,2014,7.5,56098,"Crime,Drama,Mystery"
1156,1156,tt11936782,Geez & Ann,2021,5.0,288,"Drama,Romance"
1157,1157,tt10551256,Age of Samurai: Battle for Japan,2021,7.4,4058,"Action,Adventure,Documentary"
1158,1158,tt13932598,Canine Intervention,2021,6.5,887,"Documentary,Reality-TV"
1159,1159,tt10813940,Ginny & Georgia,2021,7.4,45107,"Comedy,Drama"
1160,1160,tt13926994,Brian Regan: On the Rocks,2021,6.8,611,Comedy
1161,1161,tt11994750,Made You Look: A True Story About Fake Art,2020,7.0,4184,"Crime,Documentary"
1162,1162,tt13842562,Pelé,2021,7.0,4208,"Biography,Documentary,Sport"
1163,1163,tt6276822,Red,2020,8.2,15,"Drama,Fantasy,Mystery"
1164,1164,tt8760130,Red,2020,6.2,38,"Drama,Short"
1165,1165,tt13029552,Red,2020,6.7,6,"Documentary,Short"
1166,1166,tt11191344,Red,2021,6.4,2216,"Crime,Drama,Mystery"
1167,1167,tt11772516,Red,2020,6.3,194,Drama
1168,1168,tt12757372,Red,2020,6.0,3098,Horror
1169,1169,tt7210718,The Conjuring,2013,7.6,6,"Comedy,Talk-Show"
1170,1170,tt1457767,The Conjuring,2013,7.5,492738,"Horror,Mystery,Thriller"
1171,1171,tt7241444,The Conjuring 2,2016,6.8,13,"Comedy,Talk-Show"
1172,1172,tt3065204,The Conjuring 2,2016,7.3,261774,"Horror,Mystery,Thriller"
1173,1173,tt13433812,Vincenzo,2021,8.4,15570,"Action,Comedy,Crime"
1174,1174,tt12899858,Classmates Minus,2020,7.1,1601,"Comedy,Drama"
1175,1175,tt14081914,Fate: The Winx Saga - The Afterparty,2021,6.1,70,"Comedy,Fantasy,Reality-TV"
1176,1176,tt8888814,Operation Finale,2018,7.5,18,Talk-Show
1177,1177,tt5208252,Operation Finale,2018,6.6,41769,"Biography,Drama,History"
1178,1178,tt9893250,I Care a Lot,2020,6.3,128968,"Comedy,Crime,Drama"
1179,1179,tt10578800,Love,2019,8.6,62,"Documentary,Sport"
1180,1180,tt11122356,Love,2019,9.5,10,Comedy
1181,1181,tt8236260,Love,2019,6.5,20,"Drama,Short"
1182,1182,tt9765516,Love,2019,7.7,87,"Comedy,History"
1183,1183,tt12605302,Love,2020,8.2,155,"Comedy,Drama"
1184,1184,tt11828502,Love,2020,7.0,77,Documentary
1185,1185,tt12573294,Love,2020,7.0,1527,"Drama,Thriller"
1186,1186,tt9654560,Love,2019,7.6,129,"Crime,Drama,Thriller"
1187,1187,tt13878800,Pitta Kathalu,2021,5.1,732,"Drama,Romance"
1188,1188,tt9184982,Tribes of Europa,2021,6.7,11886,"Action,Adventure,Drama"
1189,1189,tt9343754,Eeb Allay Ooo!,2019,7.2,1577,"Comedy,Drama"
1190,1190,tt13670090,"Hello, Me!",2021,7.2,568,"Comedy,Fantasy,Romance"
1191,1191,tt9099102,No Escape Room,2018,5.0,4403,"Horror,Mystery,Thriller"
1192,1192,tt13972246,Amend: The Fight for America,2021,7.7,1346,"Documentary,History"
1193,1193,tt9698442,Behind Her Eyes,2021,7.2,58183,"Drama,Mystery,Thriller"
1194,1194,tt10805764,Behind Her Eyes,2021,8.0,1618,"Drama,Mystery,Thriller"
1195,1195,tt8126390,The Most Unknown,2018,6.5,2113,Documentary
1196,1196,tt13853720,Animals on the Loose: A You vs. Wild Movie,2021,5.8,933,"Adventure,Reality-TV"
1197,1197,tt0319020,Awara Paagal Deewana,2002,6.2,8365,"Action,Comedy,Crime"
1198,1198,tt4902904,The Resurrection of Gavin Stone,2017,6.2,2254,"Comedy,Drama,Family"
1199,1199,tt6997574,"My Teacher, My Obsession",2018,4.4,2317,"Drama,Thriller"
1200,1200,tt10971022,The Crew,2021,6.5,5468,Comedy
1201,1201,tt12753300,The Crew,2020,7.5,113,"Crime,Drama,Thriller"
1202,1202,tt12423052,Namaste Wahala,2021,5.1,1549,"Drama,Romance"
1203,1203,tt8090564,Monsoon,2019,6.0,2041,"Drama,History,Romance"
1204,1204,tt13848380,Buried by the Bernards,2021,7.2,346,Reality-TV
1205,1205,tt13323128,Hate by Dani Rovira,2021,6.7,420,Comedy
1206,1206,tt10882938,Mundina Nildana,2019,6.2,363,"Comedy,Drama,Romance"
1207,1207,tt11714872,Nadiya Bakes,2020,7.1,251,"Documentary,Reality-TV"
1208,1208,tt12481806,Xico's Journey,2020,5.1,539,"Animation,Family,Fantasy"
1209,1209,tt10483610,Capitani,2019,6.6,4407,"Crime,Drama,Mystery"
1210,1210,tt5730624,El Chema,2016,6.9,305,"Action,Crime"
1211,1211,tt1211890,Middle of Nowhere,2012,6.5,1833,Drama
1212,1212,tt11307814,Red Dot,2021,5.5,13212,"Drama,Horror,Thriller"
1213,1213,tt13846542,Squared Love,2021,5.0,3130,"Comedy,Romance"
1214,1214,tt1178658,This Is the Life,2008,6.3,264,Documentary
1215,1215,tt13837672,Crime Scene: The Vanishing at the Cecil Hotel,2021,5.9,17437,"Crime,Documentary,Mystery"
1216,1216,tt7643622,The World We Make,2019,5.2,699,Drama
1217,1217,tt6420820,War Dogs,2015,7.2,9,Short
1218,1218,tt2005151,War Dogs,2016,7.1,209726,"Biography,Comedy,Crime"
1219,1219,tt10097484,Monster Run,2020,5.2,407,"Action,Drama,Fantasy"
1220,1220,tt10588592,The Sinner,2020,8.9,20,"Music,Short"
1221,1221,tt11303372,The Sinner,2020,7.2,14,Crime
1222,1222,tt10075934,The Sinner,2019,9.3,62,"Crime,Drama"
1223,1223,tt8878862,Invisible City,2021,7.2,5432,"Crime,Drama,Fantasy"
1224,1224,tt12397078,Little Big Women,2020,7.2,2301,Drama
1225,1225,tt13964356,Malcolm & Marie,2021,6.9,16,Talk-Show
1226,1226,tt12676326,Malcolm & Marie,2021,6.6,36141,"Drama,Romance"
1227,1227,tt12838766,Space Sweepers,2021,6.5,24857,"Action,Adventure,Drama"
1228,1228,tt13787118,"Strip Down, Rise Up",2021,5.2,645,Documentary
1229,1229,tt13723064,All My Friends Are Dead,2020,5.8,6237,"Comedy,Crime,Drama"
1230,1230,tt9660688,Black Beach,2020,5.6,1572,Drama
1231,1231,tt9012876,Firefly Lane,2021,7.4,20500,"Drama,Romance"
1232,1232,tt5335606,Power Rangers Ninja Steel,2017,5.8,890,"Action,Adventure,Drama"
1233,1233,tt0118708,Beverly Hills Ninja,1997,5.5,41424,"Action,Comedy"
1234,1234,tt8705694,Heartland,2018,6.9,320,"Action,Comedy,Drama"
1235,1235,tt7975182,Love Daily,2018,6.1,157,Romance
1236,1236,tt7428106,My Dead Ex,2018,7.4,485,Comedy
1237,1237,tt9067182,Rocks,2019,7.4,4671,Drama
1238,1238,tt1130884,Shutter Island,2010,8.2,1263070,"Mystery,Thriller"
1239,1239,tt0200465,The Bank Job,2008,7.2,180610,"Crime,Drama,Thriller"
1240,1240,tt0928372,The Bank Job,2007,2.3,352,Action
1241,1241,tt13280838,The House Arrest of Us,2020,5.5,111,"Comedy,Romance"
1242,1242,tt8680902,The Unsettling,2019,5.2,717,"Crime,Fantasy,Horror"
1243,1243,tt13057454,Zathura,2005,6.6,85,"Action,Adventure,Family"
1244,1244,tt2197936,Fatima,2020,6.5,3167,"Drama,War"
1245,1245,tt1999890,Hell Fest,2018,5.5,16888,"Horror,Thriller"
1246,1246,tt9068530,Hell Fest,2018,4.6,7,Talk-Show
1247,1247,tt9061044,Hell Fest,2018,4.6,10,"Comedy,Talk-Show"
1248,1248,tt9845564,Below Zero,2021,6.2,18977,"Action,Adventure,Crime"
1249,1249,tt3661210,The Dig,2021,7.1,72532,"Biography,Drama,History"
1250,1250,tt14137372,The Dig,2021,7.8,13,"Comedy,Crime,Documentary"
1251,1251,tt13656220,We Are: The Brooklyn Saints,2021,6.5,162,"Documentary,Sport"
1252,1252,tt11617848,50M2,2021,6.9,5600,"Comedy,Drama,Thriller"
1253,1253,tt8381118,Accomplice,2020,7.2,14,"Drama,Short"
1254,1254,tt13947978,Accomplice,2021,7.2,368,Documentary
1255,1255,tt7268736,Kilometers and Kilometers,2020,6.3,1592,"Adventure,Comedy,Drama"
1256,1256,tt6317656,Penguin Bloom,2020,6.8,9954,"Biography,Drama"
1257,1257,tt10279104,Hire a Woman,2019,7.2,31,"Comedy,Romance"
1258,1258,tt14605914,She Is,2019,5.8,6,Drama
1259,1259,tt13433642,Blown Away,2020,7.2,5,Documentary
1260,1260,tt11362024,Blown Away,2020,8.2,455,"Drama,Romance"
1261,1261,tt14495120,Blown Away,2021,7.9,335,"Action,Crime,Drama"
1262,1262,tt9335498,Demon Slayer: Kimetsu no Yaiba,2019,8.7,90124,"Action,Adventure,Animation"
1263,1263,tt1458175,The Next Three Days,2010,7.3,195783,"Action,Crime,Drama"
1264,1264,tt6571548,The White Tiger,2021,7.1,59125,"Crime,Drama"
1265,1265,tt11224350,Friendsgiving,2019,7.5,111,Comedy
1266,1266,tt8431078,Friendsgiving,2020,4.4,2841,"Comedy,Drama"
1267,1267,tt3547306,Cut Throat City,2020,4.8,2559,"Action,Crime,Drama"
1268,1268,tt10303430,Sightless,2020,5.5,8272,"Drama,Thriller"
1269,1269,tt13789092,Spycraft,2020,6.7,2024,Documentary
1270,1270,tt2421324,Homefront,2012,6.6,118,Drama
1271,1271,tt2558484,Homefront,2013,6.6,30,Drama
1272,1272,tt2312718,Homefront,2013,6.5,119089,"Action,Crime,Thriller"
1273,1273,tt3416532,A Monster Calls,2016,7.4,87397,"Adventure,Drama,Family"
1274,1274,tt1830643,Death of Me,2020,4.4,6096,"Horror,Mystery,Thriller"
1275,1275,tt6317180,Radium Girls,2018,6.2,1756,"Drama,History"
1276,1276,tt13944910,Bling Empire,2021,6.1,19,Talk-Show
1277,1277,tt13660962,Bling Empire,2021,5.7,2962,Reality-TV
1278,1278,tt10451914,Outside the Wire,2021,5.4,41780,"Action,Adventure,Fantasy"
1279,1279,tt11727004,Pinkfong & Baby Shark's Space Adventure,2019,4.9,81,"Adventure,Animation,Family"
1280,1280,tt9794630,The Vanished,2020,5.7,10217,"Crime,Mystery,Thriller"
1281,1281,tt13802658,What Would Sophia Loren Do?,2021,6.6,716,"Biography,Documentary,Short"
1282,1282,tt13866142,Wish You,2021,6.4,861,"Drama,Music,Romance"
1283,1283,tt6469960,An Imperfect Murder,2017,3.1,1652,Thriller
1284,1284,tt13651632,Night Stalker: The Hunt for a Serial Killer,2021,7.5,24531,"Crime,Documentary,Mystery"
1285,1285,tt13935770,Chris Rock Total Blackout: The Tamborine Extended Cut,2021,7.0,331,Comedy
1286,1286,tt13649700,"Crack: Cocaine, Corruption & Conspiracy",2021,6.7,3288,"Crime,Documentary,History"
1287,1287,tt1675434,The Intouchables,2011,8.5,834437,"Biography,Comedy,Drama"
1288,1288,tt0451631,Apaharan,2005,7.4,4756,"Action,Crime,Drama"
1289,1289,tt0373856,Gangaajal,2003,7.8,17081,"Action,Crime,Drama"
1290,1290,tt13711094,Mighty Little Bheem: Kite Festival,2021,8.8,16,"Animation,Comedy,Family"
1291,1291,tt11213372,Stuck Apart,2021,6.0,10472,"Comedy,Drama"
1292,1292,tt9731266,The Idhun Chronicles,2020,5.3,568,"Action,Adventure,Animation"
1293,1293,tt11799742,100% Halal,2020,6.6,59,Drama
1294,1294,tt2261287,Leap!,2016,6.7,22163,"Adventure,Animation,Comedy"
1295,1295,tt11161474,Pieces of a Woman,2020,7.0,48292,Drama
1296,1296,tt13649692,Surviving Death,2021,6.1,2005,"Documentary,Reality-TV"
1297,1297,tt13617060,History of Swear Words,2021,6.4,4837,"Comedy,Documentary"
1298,1298,tt0233856,Hello Brother,1999,4.6,4247,"Action,Comedy,Fantasy"
1299,1299,tt14017966,Korean Pork Belly Rhapsody,2020,7.8,63,Documentary
1300,1300,tt1540128,Playing for Keeps,2012,5.7,30196,"Comedy,Romance,Sport"
1301,1301,tt6527456,Asphalt Burning,2020,5.1,2315,"Action,Comedy"
1302,1302,tt3766424,Bad Grandpa .5,2014,6.2,5350,Comedy
1303,1303,tt0795351,Case 39,2009,6.2,85404,"Horror,Mystery,Thriller"
1304,1304,tt13733848,Cobra Kai,2021,8.2,58,Talk-Show
1305,1305,tt13873330,Cobra Kai,2021,6.9,27,Comedy
1306,1306,tt13761112,Cobra Kai,2021,5.3,80,Talk-Show
1307,1307,tt13161310,Dream Home Makeover,2020,5.5,1090,Reality-TV
1308,1308,tt0092948,Eddie Murphy: Raw,1987,7.6,19703,"Comedy,Documentary"
1309,1309,tt11247064,Full Out 2: You Got This!,2020,4.6,514,Family
1310,1310,tt1657510,Gimme Shelter,2013,6.4,8800,Drama
1311,1311,tt2255194,Gimme Shelter,2013,7.6,52,"Comedy,Crime,Drama"
1312,1312,tt2293603,Gimme Shelter,2012,8.0,90,"Comedy,Drama"
1313,1313,tt0119215,Good Burger,1997,5.7,28974,"Comedy,Family"
1314,1314,tt1213585,Good Hair,2009,6.8,6044,"Comedy,Documentary"
1315,1315,tt13617024,Headspace Guide to Meditation,2021,8.4,1554,"Animation,Documentary"
1316,1316,tt0758758,Into the Wild,2007,8.1,613535,"Adventure,Biography,Drama"
1317,1317,tt6834120,Jenni Rivera: Mariposa de Barrio,2017,7.2,243,"Drama,Musical"
1318,1318,tt1679235,Mean Girls 2,2011,4.1,23359,Comedy
1319,1319,tt0095690,Mystic Pizza,1988,6.3,29057,"Comedy,Drama,Romance"
1320,1320,tt10307748,Running Man,2019,7.1,10,"Drama,Horror,Short"
1321,1321,tt10338308,The Creative Brain,2019,6.3,950,Documentary
1322,1322,tt2535732,The Haunted Hathaways,2013,5.0,2521,"Comedy,Family,Fantasy"
1323,1323,tt13583144,The Minimalists: Less Is Now,2021,5.9,4071,Documentary
1324,1324,tt1401152,Unknown,2011,6.8,260062,"Action,Mystery,Thriller"
1325,1325,tt13667212,What Happened to Mr. Cha?,2021,4.3,355,"Comedy,Drama"
1326,1326,tt0108550,What's Eating Gilbert Grape,1993,7.7,233587,Drama
1327,1327,tt4341390,Alaska Is a Drag,2017,6.5,413,Drama
1328,1328,tt3359290,Bobby Jasoos,2014,5.5,2328,"Comedy,Drama,Thriller"
1329,1329,tt11876364,Chilling Adventures of Sabrina,2020,8.2,14,Talk-Show
1330,1330,tt11749980,Tarung Sarung,2020,5.9,193,"Action,Adventure,Drama"
1331,1331,tt9543488,Too Handsome to Handle,2019,6.7,552,"Comedy,Drama"
1332,1332,tt13563634,Best Leftovers Ever!,2020,5.6,524,"Game-Show,Reality-TV"
1333,1333,tt2983222,Dare Me,2019,6.6,5185,"Crime,Mystery,Thriller"
1334,1334,tt8896878,Equinox,2020,6.5,20,Drama
1335,1335,tt10973800,Equinox,2020,6.1,6839,"Drama,Fantasy,Mystery"
1336,1336,tt9811040,Equinox,2019,4.5,8,"Animation,Short"
1337,1337,tt13731400,SanPa: Sins of the Savior,2020,7.8,1517,"Crime,Documentary"
1338,1338,tt13212006,The Rope Curse 2,2020,4.7,349,Horror
1339,1339,tt13642264,A Love So Beautiful,2020,7.3,965,"Comedy,Romance"
1340,1340,tt13322484,Cops and Robbers,2020,6.7,698,"Animation,Drama,Short"
1341,1341,tt1842449,Rango,2011,7.2,166,"Action,Adventure,Comedy"
1342,1342,tt1192628,Rango,2011,7.2,259148,"Action,Adventure,Animation"
1343,1343,tt1857994,Rango,2011,4.4,9,"Comedy,Short"
1344,1344,tt13567480,Death to 2020,2020,6.8,38420,Comedy
1345,1345,tt9391692,Sakho & Mangane,2019,6.3,132,"Action,Mystery"
1346,1346,tt11166674,DNA,2020,8.0,220,"Comedy,Drama"
1347,1347,tt9362950,DNA,2019,8.0,28,Drama
1348,1348,tt13286510,DNA,2020,7.2,13,"Adventure,Drama,Fantasy"
1349,1349,tt10822320,DNA,2019,4.3,59,Action
1350,1350,tt9472282,DNA,2019,7.3,2596,"Crime,Drama,Mystery"
1351,1351,tt13678522,DNA,2020,5.4,24,Thriller
1352,1352,tt7600716,DNA,2020,5.9,1052,Drama
1353,1353,tt11651796,AK vs AK,2020,6.9,14140,"Action,Comedy,Crime"
1354,1354,tt8740790,Bridgerton,2020,7.3,125498,"Drama,Romance"
1355,1355,tt10555482,Isa Pa with Feelings,2019,7.8,336,"Comedy,Romance"
1356,1356,tt10600398,We Can Be Heroes,2020,4.7,14529,"Action,Comedy,Drama"
1357,1357,tt10589924,Bridezilla,2019,6.1,53,"Comedy,Drama"
1358,1358,tt7885874,Cemara's Family,2018,7.7,770,"Drama,Family"
1359,1359,tt10156112,"Hello, Love, Goodbye",2019,7.3,1044,"Drama,Romance"
1360,1360,tt2245195,The History of Future Folk,2012,7.1,3448,"Comedy,Music,Sci-Fi"
1361,1361,tt10539608,The Midnight Sky,2020,5.6,82045,"Adventure,Drama,Sci-Fi"
1362,1362,tt10329134,Your Name Engraved Herein,2020,7.2,5826,"Drama,Romance"
1363,1363,tt10362466,After We Collided,2020,5.0,29908,"Drama,Romance"
1364,1364,tt13394544,Lovestruck in the City,2020,7.6,2288,"Drama,Romance"
1365,1365,tt13557174,Lovestruck in the City,2020,8.2,190,"Drama,Romance"
1366,1366,tt13530018,Rhyme Time Town Singalongs,2020,8.1,18,"Animation,Family"
1367,1367,tt1125758,Timmy Time,2009,6.9,1098,"Animation,Comedy,Family"
1368,1368,tt13953182,Diamond City,2018,7.9,32,"Crime,Drama"
1369,1369,tt10054316,Guest House,2020,4.3,2134,Comedy
1370,1370,tt10563056,Guest House,2019,6.0,17,"Horror,Short"
1371,1371,tt11167166,Home for Christmas,2019,7.5,265,"Drama,Romance"
1372,1372,tt10069398,Home for Christmas,2019,7.7,13738,"Comedy,Drama,Romance"
1373,1373,tt10514222,Ma Rainey's Black Bottom,2020,6.9,50693,"Drama,Music"
1374,1374,tt13659412,Ma Rainey's Black Bottom,2020,5.8,28,Talk-Show
1375,1375,tt0863091,Mukhsin,2006,7.3,385,"Comedy,Drama,Family"
1376,1376,tt13206988,Paava Kadhaigal,2020,8.1,6672,Drama
1377,1377,tt1351669,Talentime,2009,7.5,206,Drama
1378,1378,tt13607632,An Unremarkable Christmas,2020,3.2,140,"Comedy,Drama"
1379,1379,tt5001754,Braven,2018,5.9,35554,"Action,Thriller"
1380,1380,tt10640262,Eggnoid: Love & Time Portal,2019,6.2,85,"Drama,Fantasy,Romance"
1381,1381,tt7127344,Love You to the Stars and Back,2017,7.3,537,"Adventure,Comedy,Drama"
1382,1382,tt10087694,Morphle,2019,5.1,79,"Adventure,Animation,Family"
1383,1383,tt13271834,Run On,2020,7.5,3054,"Drama,Romance"
1384,1384,tt13607518,Schulz Saves America,2020,7.3,1078,Comedy
1385,1385,tt2244376,Bwakaw,2012,7.1,298,Drama
1386,1386,tt3216348,Incarnate,2016,5.2,13052,"Horror,Thriller"
1387,1387,tt5262644,Incarnate,2015,6.4,6,"Drama,Mystery,Short"
1388,1388,tt1327773,Lee Daniels' The Butler,2013,7.2,114446,"Biography,Drama"
1389,1389,tt7245058,Nocturnal Animals,2016,6.2,7,"Comedy,Talk-Show"
1390,1390,tt4550098,Nocturnal Animals,2016,7.5,271494,"Drama,Thriller"
1391,1391,tt13409170,The Ripper,2020,7.7,62,"Adventure,Animation,Fantasy"
1392,1392,tt13492374,The Ripper,2020,7.1,9366,"Crime,Documentary"
1393,1393,tt11153736,The Ripper,2019,4.4,81,"Comedy,Horror,Short"
1394,1394,tt10302548,Pup Academy,2019,6.5,511,Family
1395,1395,tt13110256,Song Exploder,2020,7.4,770,"Documentary,Music"
1396,1396,tt1821220,Teen Mom 2,2011,4.1,2300,"Documentary,Reality-TV"
1397,1397,tt5932728,The Professor and the Madman,2019,7.2,44959,"Biography,Drama,History"
1398,1398,tt13055780,A California Christmas,2020,5.8,9789,"Comedy,Drama,Romance"
